TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_year,pub1_authors,pub1_title,pub1_journal,pub1_pages,pub1_issue,pub1_volume,pub1_doi,pub2_doi,originalDataUrl,neotomaDatasetId,archiveType,proxyGeneral,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,otherAgesPerKyr,inThisCompilation,QC Certification,QC comments,link to lipdverse,changelogNotes
lcRRIfPqcGIdVwf8Vfy,github.com/nickmckay/LegacyClimate2LiPD,GansemoosSchwarzenburg.vanderKnaap.1997,Gansemoos Schwarzenburg,Europe>Western Europe>Switzerland,46.8347,7.3564,799,1997,"van der Knaap, W.O. and Ammann, B.",Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base.,Revue de Paleobiologie,433-480.,2,16,"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), PP.433-480.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,"Partly reclaimed raised bog. Physiography: 'ObereMeeresmolasse', Miocene.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,987.8257143,positive,950,16100,225,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRORzLpE9dt6Y9MwLV,github.com/nickmckay/LegacyClimate2LiPD,Gaoximage.Li.2003,Gaoximage,Asia>Eastern Asia>China,49.1269,117.5059,545,2003,"Li, C.Y., Xu, Z.L. and Kong, Z.C.","A preliminary investigation on the Holocene vegetation changes from pollen analysis in the Gaoxigema section, Hunshandak Sand Land.",Acta Phytoecologica Sinica,797-803 (in Chinese).,6,27,"Li, C.Y., Xu, Z.L. and Kong, Z.C., 2003. A preliminary investigation on the Holocene vegetation changes from pollen analysis in the Gaoxigema section, Hunshandak Sand Land. Acta Phytoecologica Sinica, 27(6), pp.797-803 (in Chinese).",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,NA,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,277.3282051,positive,-50,5830,130,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
WEB-49aac-c148-4e76-809a-362e4,lipd.net,GeoB10065-7.Steinke.2014,GeoB10065-7 (Sumbawa Island),Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,-9.2237,118.8935,-1296,2015,"Steinke, S.",Mid- to Late-Holocene Australian–Indonesian summer monsoon variability,Quaternary Science Reviews,142-154,,93,10.1016/j.quascirev.2014.04.006,,https://doi.org/10.1594/PANGAEA.832385,,MarineSediment,element,Ti/Ca,ratio,,,"""Thus, downcore variations in the logarithmic ratio between Ti and Ca are interpreted as a measure of past changes in summer monsoon rainfall. The use of the Ti/Ca ratio as a measure for riverine terrestrial input is further justified by the fact that variations in the Ti/Ca ratio determined by X-ray fluorescence and in the lithogenic/CaCO3 ratio from the bulk sediment analysis in core GeoB10053-7 off South Java show a strong correlation over the last 22,000 years""",ln(Ti/Ca),cps/cps,,P,runoff@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-3.478541226,positive,-30,5815.8,11.15,,,TRUE,,,,
WEB-84c26-cf61-4730-a2fb-5101f,lipd.net,GeoB16204-2.Chiessi.2022,GeoB16204-2,Atlantic Ocean>South Atlantic Ocean,-1.9958,-42.3385,-1211,2021,C. M. Chiessi,Mid- to Late Holocene Contraction of the Intertropical Convergence Zone Over Northeastern South America,Paleoceanography and Paleoclimatology,e2020PA003936,,36,10.1029/2020PA003936,,https://doi.org/10.1594/PANGAEA.921255,,MarineSediment,element,Ti/Ca,ratio,,,"""Thus, by exclusion, we interpret the general decrease in our ln(Fe/Ca) and ln(Ti/Ca) values (Figures 2e, 2f, and 3c) to represent a decrease in the input of continental siliciclastic material to the western equatorial Atlantic related to a decrease in fluvial input from northern NE Brazil and, more specifically, from the Parnaíba River drainage basin (Figure 1). This interpretation is corroborated by the decrease in MARsil (Figure 2a) and is supported by the C29 long-chain n-alkane δ2H values """,ln(Ti/Ca),ratio,,P,runoff@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-5.039673731,positive,234.625,5175,10.482,,,TRUE,,,,
WEB21852084,lipd.net,GeoB5804-4.Arz.2003,GeoB5804-4,Indian Ocean>Red Sea,29.5017,34.9567,-464,2003,"Arz, Helge W.",Mediterranean Moisture Source for an Early-Holocene Humid Period in the Northern Red Sea,Science,118-121,5616,300,10.1126/science.1080325,,https://doi.org/10.1594/PANGAEA.111890,,MarineSediment,biophysical,particle size,,,,"""The strong reduction in fluvial sediment supply and the increase in eolian sediment supply at the end of the early- to mid-Holocene low- salinity period indicate a substantial decrease in regional rainfall """,aridity,index,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,0.32016129,negative,146,7378,122,,,TRUE,,,,
LPD17ad91b2,matlab,GeoB7702-3.Castaneda.2016,GeoB7702-3,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,31.6517,34.0667,-562,2016,"Castaneda, Isla S.","Hydroclimate variability in the Nile River Basin during the past 28,000 years",Earth and Planetary Science Letters,47-56,,438,10.1016/j.epsl.2015.12.014,,https://doi.org/10.1594/PANGAEA.858559,,MarineSediment,isotope,d13C,C31n-alkane,Leaf wax δD values were corrected for global ice volume changes,,"""""Aridity is recog- nized as the dominant control on the large-scale distribution of C3 versus C4 vegetation in tropical Africa""""",d13C,permil VSMOW,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-27.48185185,negative,141.8,26616.6,191.8,0.674638647,0,TRUE,,,http://lipdverse.org/HoloceneAbruptChange/0_9_0/GeoB7702-3.Castaneda.2016.html,
LPD277e0621,matlab,GeoB7702-3.Castaneda.2016,GeoB7702-3,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,31.6517,34.0667,-562,2016,"Castaneda, Isla S.","Hydroclimate variability in the Nile River Basin during the past 28,000 years",Earth and Planetary Science Letters,47-56,,438,10.1016/j.epsl.2015.12.014,,https://doi.org/10.1594/PANGAEA.858559,,MarineSediment,biophysical,pH,,,,,pH,pH,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,6.842142857,negative,141.8,26616.6,191.7,0.674638647,0,TRUE,,,http://lipdverse.org/HoloceneAbruptChange/0_9_0/GeoB7702-3.Castaneda.2016.html,
WEB279cd5b2,matlab,GeoB7702-3.Castaneda.2016,GeoB7702-3,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,31.6517,34.0667,-562,2016,"Castaneda, Isla S.","Hydroclimate variability in the Nile River Basin during the past 28,000 years",Earth and Planetary Science Letters,47-56,,438,10.1016/j.epsl.2015.12.014,,https://doi.org/10.1594/PANGAEA.858559,,MarineSediment,biophysical,Magnetic Susceptibility,,,,"""A final hydroclimate proxy is provided by the MS record. Bulk soil MS provides a proxy for rainfall based on the premise that MS reflects the degree of pedogenesis, which increases with increasing rainfall (Balsam et al., 2011). Furthermore, it has been proposed that MS provides a quantitative rainfall proxy when appropriate statistical models are developed and calibrated for a specific re- gion, necessary because relationships between MS and rainfall may be either linear or non-linear (Maher and Possolo, 2013). We find that the GeoB7702-3 MS record is in close agreement with the δDwax record, supporting its use as a rainfall proxy """,MS,10^-6SI,,P,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,71.92932862,positive,56.7,26626.63,38.35,0.669831621,0,TRUE,,,http://lipdverse.org/HoloceneAbruptChange/0_9_0/GeoB7702-3.Castaneda.2016.html,
lcRg0FX7kDsVlxAdcdh,github.com/nickmckay/LegacyClimate2LiPD,GerryLake.Gavin.2009,Gerry Lake,North America>Canada>British Columbia,53.6454,-121.5055,893,2009,"Gavin, D.G., Hu, F.S., Walker, I.R. and Westover, K.",The northern inland temperate rainforest of British Columbia: old forests with a young history?.,Northwest Science,70-78.,1,83,10.3955/046.083.0107,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,"The vegetation is a dense forest of Abies lasiocarpa (subalpine fir) and Picea glauca x engelmannii (hybrid white spruce), with minor amounts of Pseudotsuga menziesii (Douglas-fir) in the region. The lake is fringed by a wide (10-20 m) sedge fen and a submerged bench of marl sediments.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,686.6289855,positive,40,11180,125,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
WEBb00c1138,lipd.net,GIK16163-2.Ma.2021,GIK16163-2 M75/3_143-2,Indian Ocean,-14.748,45.9853,2579,2021,"Ma, Yue",Strong Southern African Monsoon and weak Mozambique Channel throughflow during Heinrich events: Implication for Agulhas leakage,Earth and Planetary Science Letters,117148,,574,10.1016/j.epsl.2021.117148,,https://doi.org/10.1594/PANGAEA.937417,,MarineSediment,isotope,d18O,,,,"""We hypothesize that change in the amount of precipitation is the dominant factor that shapes the δ18O of the mixed layer of the study area.""",D18O,permil PDB,,P,runoff@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,,negative,1372.4,26070.9,236.7,,,TRUE,,,,
WEB19b9d003,lipd.net,GIK16166-2.Ma.2021,GIK16166-2 M75/3_146-2,Indian Ocean,-15.2693,45.681,-2099,2021,"Ma, Yue",Strong Southern African Monsoon and weak Mozambique Channel throughflow during Heinrich events: Implication for Agulhas leakage,Earth and Planetary Science Letters,117148,,574,10.1016/j.epsl.2021.117148,,https://doi.org/10.1594/PANGAEA.937417,,MarineSediment,isotope,d18O,,,,"""We hypothesize that change in the amount of precipitation is the dominant factor that shapes the δ18O of the mixed layer of the study area.""",D18O,permil PDB,,P,runoff@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,,negative,0.6274,25.1223,0.2587,,,TRUE,,,,
lcRTqdPXHtWaFMq3hMc,github.com/nickmckay/LegacyClimate2LiPD,GladkoyeBog.Anderson.2002,Gladkoye Bog,Europe>Eastern Europe>Russian Federation,55,83.3333,80,2002,"Anderson, P.M. and Lozhkin, A.V.",Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database).,North East Science Center,,,,"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Peat,pollen,pollen,Peat bog. Physiography: river valley. Surrounding vegetation: meadows-Betula-Populus forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,439.2578947,positive,140,11180,165,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRfUnv3cHvF1JlMHUH,github.com/nickmckay/LegacyClimate2LiPD,Glenmire.Anderson.2013,Glenmire,North America>United States Of America>California,37.9903,-122.7896,167,2013,"Anderson, R.S., Ejarque, A., Brown, P.M. and Hallett, D.J.","Holocene and historical vegetation change and fire history on the north-central coast of California, USA.",The Holocene,1797-1810.,12,23,10.1177/0959683613505344,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Fen,pollen,pollen,"Fen lying in a depression in the Wildcat slide complex, a late Quaternary landslide within the weakly consolidated Santa Cruz Mudstone that partially overlaps the Monterey Formation along the Point Reyes coast. Site lies within closed canopy Pseudotsuga menziesii-mixed evergreen forest with Umbellularia californica and Quercus agrifolia, with adjacent patches of Baccharis pilularis chaparral. Local fen vegetation dominated by Scirpus, Typha, and Eleocharis.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,628.1520833,positive,-70,9350,120,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRG4cLvVMSrMfa0BEt,github.com/nickmckay/LegacyClimate2LiPD,GlimmerglassLake.Brugam.2004,Glimmerglass Lake,North America>United States Of America>Michigan,46.2152,-89.3208,522,2004,"Brugam, R.B., Owen, B. and Kolesa, L.",Continental-scale climate forcing factors and environmental change at Glimmerglass Lake in the Upper Peninsula of Michigan.,The Holocene,807-817.,6,14,10.1191/0959683604hl761rp,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Small basin and peatland. Surrounding vegetation: sphagnum dominated peatland.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,787.5942857,positive,30,11290,330,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRQ9mDBHfr9XBLQbUd,github.com/nickmckay/LegacyClimate2LiPD,GoatLake.Anderson.2017,Goat Lake,North America>United States Of America>Alaska,60.2585,-149.9085,550,2017,"Anderson, R.S., Kaufman, D.S., Berg, E., Schiff, C. and Daigle, T.","Holocene biogeography of Tsuga mertensiana and other conifers in the Kenai Mountains and Prince William Sound, south-central Alaska.",The Holocene,485-495.,4,27,10.1177/0959683616670217,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Glacial scour lake in the Kenai Mountains located near an outlet glacier fo the Harding Icefield. Surrounding vegetation dominated by Alnus sinuata and Tsuga mertensiana with some Picea glauca. Tsuga mertensiana is at its upper elevational limit.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,631.1019231,positive,-60,9090,140,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcReFmmRzICKioRG2cZ,github.com/nickmckay/LegacyClimate2LiPD,GoluboyeLake.Anderson.2002,Goluboye Lake,Europe>Eastern Europe>Russian Federation,61.1167,152.2667,810,2002,"Anderson, P.M. and Lozhkin, A.V.",Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database).,North East Science Center,,,,"Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake formed by colluvial fan blockage. Physiography: glacial terrain in broad mt. valley. Surrounding vegetation: Larix dahurica-lichen woodland.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,306.9513514,positive,120,13560,220,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRfkhpLwl5zDhzsObe,github.com/nickmckay/LegacyClimate2LiPD,Gomishan.Leroy.2013,Gomishan,Asia>Southcentral Asia>Iran,37.1517,54.0567,-26,2013,"Leroy, S.A.G., Kakroodi, A.A., Kroonenberg, S., Lahijani, H.K., Alimohammadian, H. and Nigarov, A.",Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate.,Quaternary Science Reviews,28-47.,,,"Leroy, S.A.G., Kakroodi, A.A., Kroonenberg, S., Lahijani, H.K., Alimohammadian, H. and Nigarov, A., 2013. Holocene vegetation history and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate. Quaternary Science Reviews, 70, pp.28-47.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Marsh,pollen,pollen,"Salt marsh. Physiography: Dried lagoon, endorheing lake. Surrounding vegetation: Cultivated area.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,579.1552632,positive,70,10890,150,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcR5QmIMiQzW9SN98VE,github.com/nickmckay/LegacyClimate2LiPD,GondoAlpjen.vanderKnaap.1997,Gondo Alpjen,Europe>Western Europe>Switzerland,46.2117,8.1133,1724,1997,"van der Knaap, W.O. and Ammann, B.",Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base.,Revue de Paleobiologie,433-480.,2,16,"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Filled-up natural lake. Physiography: Depression behind deposit by stream. Surrounding vegetation: Forest.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1157.047619,positive,-10,6550,160,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRlao41kuFDZ74153k,github.com/nickmckay/LegacyClimate2LiPD,GooseBayMarsh.Rippke.2010,Goose Bay Marsh,North America>United States Of America>New York,44.3511,-75.8704,75,2010,"Rippke, M.B., Distler, M.T. and Farrell, J.M.",Holocene vegetation dynamics of an upper St.,Lawrence River wetland: paleoecological evidence for a recent increase in cattail (Typha). Wetlands,805-816.,,,10.1007/s13157-010-0068-0,10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Marsh,pollen,pollen,"Cranberry Creek and Little Cranberry Creek watersheds drain into Goose Bay, creating 177 ha of emergent wetland. Surrounding vegetation: The perimeter contains a narrow shrub layer composed of Viburnum dentatum, Cornus, and Spiraea alba. Cattail marsh dominates up to the edge of the open water channel. Along channel edges, vegetation consists of floating leaved plants including Nuphar lutea and Nymphaea odorata along with invasive Hydrocharus morus-ranae. Submersed vegetation includes Myriophyllum spicatum and Utricularia macrorhiza. The Goose Bay wetland is largely surrounded by a substantial wooded buffer consisting primarily of Pinus strobus, Tsuga canadensis, and Quercus bicolor.",WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,895.7522936,positive,-50,8160,80,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
lcRX0NeJxeDanUjpmvb,github.com/nickmckay/LegacyClimate2LiPD,GorgoBasso.Calo.2012,Gorgo Basso,Europe>Southern Europe>Italy,37.6,12.65,6,2009,"Tinner, W., van Leeuwen, J.F., Colombaroli, D., Vescovi, E., van der Knaap, W.O., Henne, P.D., Pasta, S., D'Angelo, S. and La Mantia, T.","Holocene environmental and climatic changes at Gorgo Basso, a coastal lake in southern Sicily, Italy.",Quaternary Science Reviews,1498-1510.,,28,"Tinner, W., van Leeuwen, J.F., Colombaroli, D., Vescovi, E., van der Knaap, W.O., Henne, P.D., Pasta, S., D'Angelo, S. and La Mantia, T., 2009. Holocene environmental and climatic changes at Gorgo Basso, a coastal lake in southern Sicily, Italy. Quaternary Science Reviews, 28(15-16), pp.1498-1510.",10.5194/essd-2022-38,https://doi.org/10.1594/PANGAEA.930512,,Lake,pollen,pollen,Lake. Physiography: Chain of karstic depressions. Surrounding vegetation: Cultivated fields.,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,652.7206897,positive,-60,10630,100,,,TRUE,CH,Marked in original compilation as primary P timeseries; Pass age control and data resolution,,
