"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge","ageCtrlN","ageCtrlMax","ageCtrlMedian"
"486","MD99-2266.Moossen.2015","WEBeac28b13",-23.2655,66.2295,"GIC","MarineSediment","pH","Other","Other (Not Calibrated)",310,10744,10434,26,26,"Summer","P","Other","negative",7.906,7.757,7.87,7.946,8.068,3922,8629,22,2674,323.5
"487","MeliLake.Anderson.2001","WEBe0e75109",-149.075,68.6836,"NWN","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",27.8,8682.4,8654.6,366.6,370.1,"Annual","P-E","Other","negative",19.07,18.305,18.634,19.535,NA,1542.2,562.5,7,1972.4,1126.1
"488","Mendota.Winkler.1983","OLS_Rxv9LmnnQsQ",-89.42,43.1,"ENA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2252.5,"Annual","P-E","Oxford Lake Level Database","negative",2,2,3,2,1,10158.5,6276.83333333333,NA,NA,NA
"489","Mexico.Limbrey.1976","OLS_RTsihKwmPMu",-99,19.5,"NCA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1147,"Annual","P-E","Oxford Lake Level Database","negative",2,2,3,2,2,7388.5,4428.5,NA,NA,NA
"490","MianchengM1.Yang.1998","lcRXvbC4hazRnHK1FGt",113.2167,30.1833,"EAS","Lake","pollen","Pollen","Pollen (Calibrated)",680,12000,11320,50,50,"Annual","P","Legacy Climate v1.0","positive",599.767,867.966,937.86,853.925,863.12,6310,1630,6,2620,1510
"491","MicaLake.Anderson.2017","lcR51PFKlQqno4VsZWI",-148.1434,60.6869,"NWN","Lake","pollen","Pollen","Pollen (Calibrated)",0,10220,10220,150,155,"Annual","P","Legacy Climate v1.0","positive",1700.654,1434.983,1161.46,710.76,377.82,2260,10220,12,3610,490
"492","MiddenCluster1.Harbert.2018","WEB613ee041",-110.1304,37.9049,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,11174,11174,27,27,"Annual","P","wNA","positive",255.358,301.538,266.3,609.637,NA,8007,203.75,NA,NA,NA
"493","MiddenCluster1.Harbert.2018","WEB25ae3120",-110.1304,37.9049,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,11174,11174,27,27,"Annual","P-E","wNA","positive",-438.088,-354.127,-368.524,-96.55,NA,8007,1819,NA,NA,NA
"494","MiddenCluster2.Harbert.2018","WEB85c563b9",-115.1879,36.3806,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,12000,12000,97,94.5,"Annual","P","wNA","positive",177.88,222.129,173.138,134.989,165.508,11617,2120,NA,NA,NA
"495","MiddenCluster2.Harbert.2018","WEBc9823492",-115.1879,36.3806,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,12000,12000,97,97,"Annual","P-E","wNA","positive",-676.981,-511.667,-907.445,-1097.8,-736.929,11617,1224,NA,NA,NA
"496","MiddenCluster3.Harbert.2018","WEBb09859f3",-108.0819,36.0589,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,7568,7568,325,308,"Annual","P","wNA","positive",253.449,268.779,298.8,296.883,NA,6311,510,NA,NA,NA
"497","MiddenCluster3.Harbert.2018","WEB7f9af5c1",-108.0819,36.0589,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,7568,7568,325,308,"Annual","P-E","wNA","positive",-424.778,-420.363,-417.418,-345.297,NA,6311,1528,NA,NA,NA
"498","MiddenCluster4.Harbert.2018","WEB05240426",-112.7451,43.6488,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,6645,6645,317.5,329,"Annual","P","wNA","positive",245.26,NA,262.308,NA,NA,6645,0,NA,NA,NA
"499","MiddenCluster4.Harbert.2018","WEB7a49dd55",-112.7451,43.6488,"WNA","Midden","macrofossils","Other","Other (Calibrated)",0,6645,6645,317.5,317.5,"Annual","P-E","wNA","positive",-348.936,NA,-327.841,NA,NA,6645,0,NA,NA,NA
"500","MiddenCluster5.Harbert.2018","WEB773f70f5",-106.0203,32.4659,"NCA","Midden","macrofossils","Other","Other (Calibrated)",0,7670,7670,105.5,87,"Annual","P","wNA","positive",264.548,NA,NA,262.686,NA,1066,1287,NA,NA,NA
"501","MiddenCluster5.Harbert.2018","WEBf0c97cde",-106.0203,32.4659,"NCA","Midden","macrofossils","Other","Other (Calibrated)",0,7670,7670,105.5,87,"Annual","P-E","wNA","positive",-443.178,NA,NA,-470.984,NA,1066,1287,NA,NA,NA
"502","MiddenCluster6.Harbert.2018","WEBf3bcbd67",-106.0203,32.4659,"NCA","Midden","macrofossils","Other","Other (Calibrated)",0,12000,12000,185,214,"Annual","P","wNA","positive",307.939,304.132,NA,303.896,286.913,5295,2628.5,NA,NA,NA
"503","MiddenCluster6.Harbert.2018","WEBc7c1ae1d",-106.0203,32.4659,"NCA","Midden","macrofossils","Other","Other (Calibrated)",0,12000,12000,178.5,185,"Annual","P-E","wNA","positive",-499.225,-546.296,NA,-479.41,-464.81,8176,3975,NA,NA,NA
"504","MiddenCluster7.Harbert.2018","WEB05a4e59f",-116.0048,34.1548,"WNA","Midden","macrofossils","Other","Other (Calibrated)",1178,11178,10000,197,194,"Annual","P","wNA","positive",NA,216.305,180.366,218.113,217.109,11178,3335,NA,NA,NA
"505","MiddenCluster7.Harbert.2018","WEBc20aba9d",-116.0048,34.1548,"WNA","Midden","macrofossils","Other","Other (Calibrated)",1178,11178,10000,197,203,"Annual","P-E","wNA","positive",NA,-522.214,-980.273,-531.757,-619.652,8690,3335,NA,NA,NA
"506","MiddenCluster8.Harbert.2018","WEB8163f7a4",-109.0977,32.3106,"NCA","Midden","macrofossils","Other","Other (Calibrated)",144,12000,11856,93,94,"Annual","P","wNA","positive",253.531,251.844,281.961,256.663,NA,1566,150,NA,NA,NA
"507","MiddenCluster8.Harbert.2018","WEBf52f4207",-109.0977,32.3106,"NCA","Midden","macrofossils","Other","Other (Calibrated)",144,12000,11856,93,96,"Annual","P-E","wNA","positive",-1144.82,-1162.188,-831.016,-523.394,NA,1566,1110,NA,NA,NA
"508","MiddenCluster9.Harbert.2018","WEB00c20586",-115.5548,31.6387,"NCA","Midden","macrofossils","Other","Other (Calibrated)",609,12000,11391,195,190,"Annual","P","wNA","positive",148.241,160.89,172.162,174.342,177.454,1409,1651,NA,NA,NA
"509","MiddenCluster9.Harbert.2018","WEBbae8d58a",-115.5548,31.6387,"NCA","Midden","macrofossils","Other","Other (Calibrated)",609,12000,11391,195,190,"Annual","P-E","wNA","positive",-1126.224,-525.228,-1087.333,-1105.494,-929.258,3839,1651,NA,NA,NA
"510","Minamihama_MHWL1.Yamamoto.2022","WEB-af994-241c-4196-a6fa-3589e",141.271,45.112,"RFE","Peat","d18O","Other","Other (Not Calibrated)",0,4391,4391,97,97.5,"Summer","P-E","Other","negative",2.63,1.239,NA,NA,NA,2285,1702,4,1730,1041
"511","Minden.Booth.2012","NAm2kHydro015",-82.83,43.61,"ENA","Peat","amoeba","Other","Other (Not Calibrated)",0,3056.2,3056.2,14,14,"Summer","P-E","Other","positive",28.407,NA,NA,NA,NA,71.6,1315.1,NA,NA,NA
"512","Minnetonkacave.Lundeen.2013","S2LRLzrOCKJ0i6",-111.519,42.0875,"WNA","Speleothem","d13C","Speleothem","Speleothem (δ13C)",7.286,11122.881,11115.595,6.80199999999968,6.79999999999973,"Winter","P","SISALv2","negative",-5.394,-4.863,-5.529,NA,-4.046,6410.506,3886.517,17,2601,493.5
"513","Minucua.Goman.2018","WEBb09ddc98",-97.609,17.079,"SCA","LakeSediment","MS","Other","Other (Not Calibrated)",0,4490,4490,4.173,4.173,"Summer","P","Other","positive",19.003,20.595,NA,NA,NA,2976.19,855.827,5,3290,27.5
"514","Minucua.Goman.2018","WEBae63e2cc",-97.609,17.079,"SCA","LakeSediment","varve","Other","Other (Not Calibrated)",71,4484,4413,1,1,"Annual","P","Other","positive",0.107,0.121,NA,NA,NA,3237,2439,5,3284,20
"515","Miryang.Park.2021","WEB2e632027",128.7781,35.4386,"EAS","LakeSediment","Sediment","Other","Other (Not Calibrated)",1921,8343,6422,3,3,"Annual","P-E","Other","negative",NA,5479.852,3593.216,4368.678,NA,5026,2255,NA,NA,NA
"516","Miryang.Park.2021","WEBfbcf81a6",128.7781,35.4386,"EAS","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",3151,8343,5192,38,38,"Annual","P-E","Other","positive",NA,84.265,90.52,90.01,NA,7800,8156,NA,NA,NA
"517","MissionCrossBog.Thompson.1984","lcRrhdt8mGJgTgCwIu9",-115.4836,41.7847,"WNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,9730,9730,230,220,"Annual","P","Legacy Climate v1.0","positive",452.3,458.74,429.45,426.1,446.5,3490,9470,7,2740,1010
"518","MohawkPond.Gaudreau.1986","lcRgMVsDdQMDFsI82dW",-73.2927,41.8111,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",40,11810,11770,330,330,"Annual","P","Legacy Climate v1.0","positive",1191.667,1046.7,1088.125,1068.4,931.933,1070,9880,11,2120,880
"519","Molinoscave.Moreno.2017","S2LRZ8aI3nEQ7d",-0.4492,40.7925,"MED","Speleothem","d13C","Speleothem","Speleothem (δ13C)",3253,11334.7591649,8081.7591649,14.6085755849999,14.1005716549998,"Winter","P-E","SISALv2","negative",NA,-8.496,-7.476,-7.042,-9.709,9746.16494335,7223,10,1482.85699584,330.418437280001
"520","MonoLake.Davis.1999","lcRf9gq05AeCrcXDAIG",-119.0255,38.008,"WNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,240,240,"Annual","P","Legacy Climate v1.0","positive",480.167,559.7,511.167,487.5,490.525,4070,1480,11,2320,740
"521","MontCarreHeremence.Welten.1982","lcRI110DdZhuZLCfO81",7.3686,46.1539,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",4630,12000,7370,180,180,"Annual","P","Legacy Climate v1.0","positive",NA,NA,1049.04,965.25,956.76,4630,11960,6,3390,600
"522","MoodyLake.Roy.2003","pdRXf2sxCgEn0CczUtv",-94.24,46.47,"CNA","LakeSediment","lakeLevel","Shoreline","Shoreline (Lake Level)",0,10163,10163,239,145.5,"Annual","P-E","Liefert and Shuman, 2020","positive",-0.608,NA,-1.85,-1.65,0,9010.5,6878,NA,NA,NA
"523","MoonLake.Laird.1996","lcR3ODiGVrOdeMTGOjO",-98.1598,46.8559,"CNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,70,70,"Annual","P","Legacy Climate v1.0","positive",542.2,536.12,533.7,536.65,600.517,10890,7150,11,2980,760
"524","Moore.Schweger.1983","OLS_RwLxfQP11eP",-110.5,53,"NWN","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2832.5,"Annual","P-E","Oxford Lake Level Database","negative",1,1,2,3,3,2683.9,9002.25,NA,NA,NA
"525","MorrisPond.Morris.2013","WEB90956c0c",-112.7747,37.6744,"WNA","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,8674.184,8674.184,65.71,66.6035000000002,"Summer","P-E","Other","positive",0.854,0.645,0.711,0.674,NA,123.641,3490.611,20,1712,12
"526","MorrisPond.Morris.2013","WEBa30eb517",-112.7747,37.6744,"WNA","LakeSediment","pollen","Pollen","Pollen (Not Calibrated)",0,8674.184,8674.184,65.71,66.6035000000002,"Summer","P-E","Other","positive",0.396,0.189,0.196,0.108,NA,4565.844,8452.558,20,1712,12
"527","Morttjern.Birks.2012","lcR9d3tUR71Zym2GxwZ",11.6178,59.0597,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",0,11410,11410,180,180,"Annual","P","Legacy Climate v1.0","positive",777.32,756.3,743.16,746.583,792.129,10990,6130,8,2700,1200
"528","MottaNaluns.vanderKnaap.1997","lcRgDGHB8seTJysUnfr",10.2643,46.8109,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",330,11350,11020,180,175,"Annual","P","Legacy Climate v1.0","positive",1168.2,1178.667,1180.157,1121.45,1068.4,2540,10820,13,2450,540
"529","Mrtvyluh.Svobodova.2001","lcRQwutEsOeqKYYHxvG",13.8791,48.8684,"WCE","Peat","pollen","Pollen","Pollen (Calibrated)",0,6360,6360,50,50,"Annual","P","Legacy Climate v1.0","positive",995.453,1058.007,847.738,NA,NA,4500,6350,4,2170,1310
"530","MS21PC.Hennekam.2020","WEB-f9320-c765-469f-b4ee-6276b",31.6501,32.345,"MED","MarineSediment","Ti/Al","Other","Other (Not Calibrated)",231,12000,11769,7,7,"Annual","P-E","Other","negative",0.087,0.078,0.077,0.077,0.079,4902,11651,NA,NA,NA
"531","Mshinskoyeraisedbog.Arslanov.2001","lcRURPnnXHhtNCJhPrL",29.9772,59.0111,"NEU","Peat","pollen","Pollen","Pollen (Calibrated)",0,11430,11430,180,180,"Annual","P","Legacy Climate v1.0","positive",613.55,642.067,626.22,624.267,557.633,3480,10390,26,1140,290
"532","MV0811-14JC.Du.2018","LPD7939faee",-120,34.3,"WNA","MarineSediment","stratigraphy","Other","Other (Not Calibrated)",1912,9065,7153,60,63,"Annual","P","Other","positive",NA,3.972,1.075,1.952,NA,5444,6286,48,588,110
"533","MyshetskoeDolgoe.Kremenetski.2000","lcR85IhuFYet9fVBJm1",37.3333,56.0667,"WCE","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,140,140,"Annual","P","Legacy Climate v1.0","positive",590.95,644.925,623.833,580.25,517.514,4070,11750,8,3550,1005
"534","N14.Andresen.2004","GH77108454",-44.18,59.98,"GIC","LakeSediment","BSi","Other","Other (Not Calibrated)",469.967,12000,11530.033,28.4929999999986,28.4929999999986,"Annual","P","Other","positive",26.603,27.741,28.696,28.56,17.539,7830.778,11251.83,NA,NA,NA
"535","Nabta.Wendorf.1976","OLS_Rrtm3chd7C5",31,23,"SAH","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2832.5,"Annual","P-E","Oxford Lake Level Database","negative",3,3,2,1,1,9002.25,2683.9,NA,NA,NA
"536","Naivasha.Richardson.1972","OLS_RFUFyYZUb0P",36.33,-0.68,"SEAF","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2240,"Annual","P-E","Oxford Lake Level Database","negative",2,3,1,2,1,8499.75,2592.16666666667,NA,NA,NA
"537","NakuruElmenteita.Butzer.1972","OLS_RjwvXKkI618",36.17,-0.42,"SEAF","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,2899.5,"Annual","P-E","Oxford Lake Level Database","negative",2,3,2,1,1,9002.25,3231.25,NA,NA,NA
"538","NamCo. Kasper.2015","WEB-747c6-735e-4b08-a565-465fb",90.7903,30.7374,"TIB","LakeSediment","PCA","Other","Other (Not Calibrated)",0,12000,12000,7,7,"Annual","P-E","Other","positive",-0.369,0.09,0.127,-0.141,1.762,9327,11799,NA,NA,NA
"539","Nar.Roberts.2016","WEB88fe721c",34.4564,38.34,"MED","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",0,11994,11994,1,1,"Annual","P-E","Other","negative",-1.357,1.335,NA,-1.936,-3.02,1389,3803,9,4637,467
"540","NatlaBog.MacDonald.1983","lcRQaFKDkPHIf6LdubV",-128.8,63.0167,"NWN","Peat","pollen","Pollen","Pollen (Calibrated)",0,10100,10100,390,385,"Annual","P","Legacy Climate v1.0","positive",NA,317.35,350.85,342.867,267.7,5220,9020,6,3080,1180
"541","NBJ2015iso.Wong.2015","WEB02d26251",-98.34,29.69,"NCA","Speleothem","Sr","Speleothem","Speleothem (Other)",88.458,7000,6911.542,35.3830000000007,35.3830000000007,"Annual","P-E","Other","negative",50.397,77.934,85.645,NA,NA,200.505,5997.473,NA,NA,NA
"542","NEEM.Rasmussen.2013","WEB29098c59",-51.06,77.45,"GIC","GlacierIce","ice accumulation","Glacier Ice","Glacier Ice (Accumulation)",0,12000,12000,20,20,"Annual","P","Other","positive",221.843,229.342,227.304,221.596,164.936,7790,11890,NA,NA,NA
"543","NelsonLake.Delcourt.2002","lcR2ADpVvLUJQ0bZHQZ",-85.3803,46.2287,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,7700,7700,260,260,"Annual","P","Legacy Climate v1.0","positive",932.425,898.6,834,850.2,NA,490,7480,7,2020,950
"544","Neor.Sharifi.2015","LPDfefd61ba",48.5553,37.9603,"WCA","Peat","dDwax","Leaf Wax","Leaf Wax (δD)",79,12000,11921,240,237,"Annual","P-E","Other","negative",-205.683,-202.24,-211,-218.95,-223,9626,11879,NA,NA,NA
"545","Nerfloen.Vasskog.2012","LPDce500deb",6.8667,61.9333,"NEU","LakeSediment","PCA","Other","Other (Not Calibrated)",0,7775.367,7775.367,51.674,51.3505,"Winter","P","Arctic Holocene","positive",-1.093,0.515,1.359,1.305,NA,6740.903,318.508,14,1543,512
"546","NevadaPrecip.Hughes.1996","WEB75eec6a6",-115.8,37.8,"WNA","Wood","TRW","Other","Other (Calibrated)",0,7950,7950,1,1,"Annual","P","Other","positive",19.723,19.671,19.57,19.296,NA,4708,4709,NA,NA,NA
"547","NewarkValleyPond.Mensing.2008","lcRFg61loqbAXRktuir",-115.774,39.6728,"WNA","Lake","pollen","Pollen","Pollen (Calibrated)",0,5520,5520,280,280,"Annual","P","Legacy Climate v1.0","positive",302.4,282.15,264.8,NA,NA,50,4940,5,3590,470
"548","NgamringTso.Conroy. 2017","WEB820982f9",87.2,29.3,"TIB","LakeSediment","PCA","Other","Other (Calibrated)",0,4070,4070,25,25,"Summer","P","Other","positive",-1.015,-0.561,NA,NA,NA,170,2370,NA,NA,NA
"549","NGHP-16A.Ponton.2012","WEB1e5f0379",82.683,16.593,"SAS","MarineSediment","d13C","Other","Other (Not Calibrated)",0,11319,11319,236,236,"Annual","P-E","Other","negative",-24.297,-26.89,-28.38,-28.355,-28.938,9838,442,10,2963,874
"550","Nizhnevartovsk.Neustadt.1971","lcRHrOMi2BPU2oeX6XI",76.6667,62,"WSB","River","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,270,260,"Annual","P","Legacy Climate v1.0","positive",485.4,490.65,505.9,460.32,404.95,5550,9350,9,2400,950
"551","No_Bottom_Pond.Marsicek.2013","GH8d2bed43",-70.114,41.285,"ENA","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,11000,11000,50,50,"Annual","P","Other","positive",1087.312,1142.958,1069.313,943.64,963.632,5300,11000,NA,NA,NA
"552","NortheastSharkRiverSlough.Glaser.2013","lcR6YXnNeDv2fjyHQ0H",-80.5839,25.7464,"ENA","River","pollen","Pollen","Pollen (Calibrated)",0,5010,5010,180,185,"Annual","P","Legacy Climate v1.0","positive",1409.286,1487.58,NA,NA,NA,3560,1290,9,1780,325
"553","NorthGRIP.Gkinis.2014","WEB4eba1170",-42.32,75.1,"GIC","GlacierIce","ice accumulation","Glacier Ice","Glacier Ice (Accumulation)",16.9,12000,11983.1,3.5,3.59999999999991,"Annual","P","Other","positive",210.247,199.243,202.94,202.127,165.027,16.9,11850.9,NA,NA,NA
"554","Novoalexpeatland.Novenko.2016","lcRM94MG6etHseLCjV6",41.0397,55.1181,"EEU","Peat","pollen","Pollen","Pollen (Calibrated)",40,8170,8130,110,110,"Annual","P","Legacy Climate v1.0","positive",555.286,589.55,580.586,550,NA,1940,7920,7,2380,735
"555","NovoUspenka.Blyakharchuk.1989","lcRLulYb48KtEkGIREq",84.1667,56.6167,"WSB","Fen","pollen","Pollen","Pollen (Calibrated)",0,5950,5950,160,150,"Annual","P","Legacy Climate v1.0","positive",532.973,519.987,512.25,NA,NA,160,5790,4,1970,995
"556","NSRZ_PWetQ.Chevalier.2017","WEB96107d21",24.74,-27.86,"WSAF","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,100,100,"Summer","P","Other","positive",23.216,20.36,17.654,-18.444,-60.957,1900,11800,NA,NA,NA
"557","NuttLake.Bennett.1987","lcRD3uw2NlnVEYyVEDB",-79.45,45.2167,"ENA","Lake","pollen","Pollen","Pollen (Calibrated)",0,11010,11010,120,120,"Annual","P","Legacy Climate v1.0","positive",990.967,989.714,959,845.05,795.76,2490,9320,10,1610,1060
"558","OC437_07_GC27","WEB801cc768",-10.5147,30.8798,"NAO","MarineSediment","dDwax","Leaf Wax","Leaf Wax (δD)",867,12000,11133,342,342.5,"Annual","P","Other","positive",129,281.333,456,1731.5,304.667,9472,11919,5,4400,1182.5
"559","OC437_07_GC37","WEBa0656c03",-15.4469,26.816,"SAH","MarineSediment","dDwax","Leaf Wax","Leaf Wax (δD)",1249.5,12000,10750.5,284.5,285.5,"Annual","P","Other","positive",NA,127,877.25,1048.5,173,5889.5,11799,6,3405,1360
"560","OC437_07_GC49","WEBc9694a07",-17.3868,23.2062,"SAH","MarineSediment","dDwax","Leaf Wax","Leaf Wax (δD)",1042.5,12000,10957.5,433.25,437.5,"Annual","P","Other","positive",NA,406,520,291,463,6572,1480,6,3115,1757.5
"561","OC437_07_GC68","WEBd1b743fa",-17.3227,19.363,"SAH","MarineSediment","dDwax","Leaf Wax","Leaf Wax (δD)",1959,12000,10041,239,265,"Annual","P","Other","positive",NA,244.2,684.333,406,923.5,6449,3484,8,2310,1020
"562","ODP1019.Barron.2003","LPDac11991f",-124.93,41.682,"WNA","MarineSediment","pollen","Pollen","Pollen (Not Calibrated)",160,12000,11840,140,130,"Annual","P-E","Other","positive",14,15.133,14.28,21.283,28.729,11590,970,13,3550,370
"563","Okoboji.Dodd.1968","OLS_R4a8rMDILX2",-95.2,43.33,"CNA","LakeDeposits","lakeLevel","Shoreline","Shoreline (Lake Level)",494.5,12000,11505.5,1174.5,1310,"Annual","P-E","Oxford Lake Level Database","negative",1,1,2,3,3,2683.9,8398.5,NA,NA,NA
"564","OldField.King.1981","lcReP7TW9LscM4pX9SP",-89.8333,37.1167,"ENA","Peat","pollen","Pollen","Pollen (Calibrated)",4750,10320,5570,230,230,"Annual","P","Legacy Climate v1.0","positive",NA,NA,1010.467,963.68,875.6,5510,9820,6,1760,940
"565","Oregoncavesnationalmonument.Ersek.2012","S2LRtvw0psQup2",-123.4072,42.0981,"WNA","Speleothem","d13C","Speleothem","Speleothem (δ13C)",234.28,7991.74,7757.46,2.57999999999993,2.57999999999993,"Winter","P-E","SISALv2","negative",-3.405,-5.022,-5.701,-4.989,NA,6033.62,690.56,28,1608.26,310
"566","ORI-891-16-P1.Kaboth-Bahr.2021","WEB-87b6a-5e14-4618-89be-7923d",116.1128,19.556,"EAS","MarineSediment","ln(ti/ca)","Other","Other (Not Calibrated)",3204.761905,12000,8795.238095,28.0499999999993,28.0499999999993,"Annual","P-E","Other","positive",NA,-3.611,-3.795,-3.339,-3.061,11952.70667,4693.05,4,3385,1300
"567","OroLake.Michels.2007","GH0c323a35",-105.3487,49.7842,"WNA","LakeSediment","diatom","Other","Other (Not Calibrated)",76.284,6896.144,6819.86,21.687,21.6840000000002,"Annual","P-E","Other","negative",3.955,4.369,4.405,NA,NA,587.967,4239.762,5,1737,780.072
"568","Ospitale.Watson.1996Legacy","lcR3bsuKx5tY1eHYdiF",10.78,44.1556,"MED","Peat","pollen","Pollen","Pollen (Calibrated)",380,6260,5880,95,90,"Annual","P","Legacy Climate v1.0","positive",1271.612,1435.583,1418.343,NA,NA,5830,380,4,2600,1170
"569","OverGunnarsfjorden.Allen.2007","lcRPMFnjpsyrThm2wUI",28.1691,71.0381,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,90,90,"Annual","P","Legacy Climate v1.0","positive",763.565,751.433,702.05,670.078,732.8,320,11850,20,2360,405
"570","OwensLake.Benson.2002","GHff49b8d3",-117.9683,36.4367,"WNA","LakeSediment","d18O","Lake Sediment (δ18O)","Lake Sediment (δ18O)",1018.28,12000,10981.72,63.1400000000003,63.1400000000003,"Annual","P-E","Other","positive",NA,27.759,27.316,27.931,24.886,7202.65,11894.41,21,2290,385
"571","Oygardstjonn.Birks.2007","lcRNCuYpM1BbEmsE2Jo",7.9867,59.6261,"NEU","Lake","pollen","Pollen","Pollen (Calibrated)",0,11800,11800,210,210,"Annual","P","Legacy Climate v1.0","positive",773.125,707.02,700.18,700.76,782.025,11800,7790,7,2150,1550
"572","Ozerki.Tarasov.1994","lcR6LYfIIRUIVSNa84H",80.4667,50.4167,"WSB","River","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,210,180,"Annual","P","Legacy Climate v1.0","positive",316.2,342,303.3,299.39,273.233,8170,8900,8,2990,1370
"573","Padul.Camuera.2022","WEB-c8f6e-2665-4cfa-846a-481f4",-3.6039,37.0108,"MED","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,53,52,"Annual","P","Other","positive",600.362,492.948,578.875,634.192,606.141,7457,3822,NA,NA,NA
"574","Padul.Camuera.2022","WEB-9a7cd-c928-4876-9177-0f783",-3.6039,37.0108,"MED","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,53,52,"Winter+","P","Other","positive",190.158,181.44,216.255,237.606,206.544,5879,48,NA,NA,NA
"575","Padul.Camuera.2022","WEB-a01b8-a050-4ceb-b3c1-e41a3",-3.6039,37.0108,"MED","LakeSediment","pollen","Pollen","Pollen (Calibrated)",0,12000,12000,53,52,"Summer+","P","Other","positive",79.448,30.624,24.94,30.658,49.898,18,4562,NA,NA,NA
